UID,BuildingID,DataYear,City,State,ZipCode,BuildingType,PrimaryPropertyUse,YearBuilt,PropertyGFATotal,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),ChilledWaterUse(kBtu),OtherFuelUse(kBtu)
171,250052,2014,Chicago,IL,60634,Specialty,K-12 School,1934,323400.0,85.0,80.0,142.0,136.0,0.0,8184634.0,19187703.0,0.0,0.0
172,100433,2014,Chicago,IL,60622,NonResidential,Hospital (General Medical & Surgical),1976,681854.0,263.0,255.0,482.0,473.0,0.0,67182962.0,112338299.0,0.0,0.0
173,101765,2014,Chicago,IL,60601,NonResidential,Office,1992,1153218.0,56.0,53.0,175.0,167.0,0.0,64243388.0,0.0,0.0,0.0
174,158405,2014,Chicago,IL,60606,NonResidential,Office,1958,251826.0,73.0,69.0,165.0,161.0,0.0,10671020.0,7617678.0,0.0,0.0
175,101720,2014,Chicago,IL,60603,NonResidential,Office,2002,1652550.0,97.0,96.0,305.0,302.0,0.0,160426951.0,62500.0,0.0,0.0
176,103597,2014,Chicago,IL,60602,NonResidential,Office,1974,1095104.0,68.0,0.0,150.0,0.0,0.0,40942669.0,33580809.0,0.0,0.0
177,158403,2014,Chicago,IL,60661,Specialty,College/University,1992,284000.0,160.0,157.0,300.0,294.0,0.0,18063862.0,27221853.0,0.0,0.0
178,102460,2014,Chicago,IL,60637,Specialty,Museum,1893,1211750.0,62.0,58.0,139.0,135.0,0.0,42942145.0,31928824.0,0.0,0.0
179,101733,2014,Chicago,IL,60606,NonResidential,Office,1929,741328.0,101.0,97.0,217.0,210.0,0.0,39443266.0,35504858.0,0.0,0.0
180,103815,2014,Chicago,IL,60661,NonResidential,Office,1928,330217.0,97.0,92.0,173.0,168.0,0.0,11375878.0,20499729.0,0.0,0.0
181,101980,2014,Chicago,IL,60601,Specialty,College/University,1983,345300.0,422.0,422.0,554.0,555.0,0.0,18393372.0,127278001.0,0.0,0.0
182,101840,2014,Chicago,IL,60611,Specialty,College/University,1925,2238599.0,339.0,0.0,560.0,0.0,0.0,219950383.0,516911375.0,0.0,20981795.0
183,101766,2014,Chicago,IL,60602,NonResidential,Office,1990,1082248.0,70.0,70.0,219.0,219.0,0.0,75482516.0,0.0,0.0,108054.0
184,103644,2014,Chicago,IL,60601,NonResidential,Office,1984,698645.0,85.0,85.0,267.0,267.0,0.0,59479178.0,0.0,0.0,0.0
185,101562,2014,Chicago,IL,60604,Specialty,College/University,1910,701699.0,66.0,64.0,208.0,202.0,0.0,46435273.0,0.0,0.0,0.0
186,103816,2014,Chicago,IL,60611,NonResidential,Office,1971,1915669.0,102.0,100.0,216.0,214.0,0.0,101318146.0,39979936.0,53623173.0,0.0
187,101839,2014,Chicago,IL,60606,NonResidential,Office,1966,787045.0,67.0,65.0,154.0,151.0,0.0,31426595.0,21336428.0,0.0,0.0
188,101674,2014,Chicago,IL,60631,NonResidential,Office,1983,441327.0,69.0,68.0,214.0,210.0,0.0,29871538.0,557026.0,0.0,0.0
189,101862,2014,Chicago,IL,60606,NonResidential,Office,1980,663093.0,79.0,77.0,249.0,241.0,0.0,52535110.0,0.0,0.0,0.0
190,101835,2014,Chicago,IL,60606,NonResidential,Office,1971,661535.0,98.0,0.0,196.0,0.0,0.0,29466046.0,35313446.0,0.0,0.0
191,101739,2014,Chicago,IL,60603,NonResidential,Office,2005,942732.0,61.0,58.0,190.0,182.0,0.0,56988589.0,0.0,0.0,0.0
192,102283,2014,Chicago,IL,60657,NonResidential,Hospital (General Medical & Surgical),1960,681807.0,239.0,235.0,444.0,439.0,0.0,62963376.0,100128500.0,0.0,0.0
193,250129,2014,Chicago,IL,60654,NonResidential,Office,2007,1506959.0,63.0,61.0,197.0,191.0,0.0,94085354.0,0.0,0.0,666678.0
194,102079,2014,Chicago,IL,60654,NonResidential,Fitness Center/Health Club/Gym,1980,302780.0,253.0,249.0,525.0,521.0,0.0,37592154.0,38890102.0,0.0,0.0
195,100418,2014,Chicago,IL,60643,Specialty,K-12 School,1921,269480.0,87.0,83.0,151.0,145.0,0.0,7619235.0,15863384.0,0.0,0.0
196,160438,2014,Chicago,IL,60606,NonResidential,Office,2009,1334888.0,88.0,85.0,218.0,210.0,0.0,81559800.0,0.0,35212189.0,0.0
197,250124,2014,Chicago,IL,60637,NonResidential,Office,1927,488322.0,77.0,74.0,170.0,166.3,18101040.0,19456661.0,0.0,0.0,0.0
198,110848,2014,Chicago,IL,60637,Specialty,Laboratory,2005,479503.0,488.0,464.0,946.0,918.0,144812352.0,89021468.0,0.0,0.0,0.0
199,103620,2014,Chicago,IL,60642,NonResidential,Automobile Dealership,2008,275000.0,62.0,57.0,151.0,142.0,0.0,11270379.0,5739722.0,0.0,0.0
200,106819,2014,Chicago,IL,60615,Specialty,K-12 School,1969,297418.0,33.0,33.0,104.0,104.0,0.0,9850591.0,0.0,0.0,0.0
201,103696,2014,Chicago,IL,60606,NonResidential,Office,2004,1248730.0,76.0,74.0,240.0,232.0,0.0,95260754.0,0.0,0.0,0.0
202,250046,2014,Chicago,IL,60605,Specialty,K-12 School,1968,253266.0,94.0,88.0,217.0,208.0,0.0,14403553.0,9339938.0,0.0,0.0
203,101686,2014,Chicago,IL,60656,NonResidential,Strip Mall,1958,273613.0,142.0,136.0,302.0,295.0,0.0,20005795.0,18778584.0,0.0,0.0
204,103611,2014,Chicago,IL,60603,NonResidential,Office,1927,490273.0,119.0,114.0,220.0,214.0,0.0,22359198.0,35944627.0,0.0,0.0
205,250138,2014,Chicago,IL,60615,NonResidential,Hospital (General Medical & Surgical),1981,373995.0,313.0,302.0,548.0,535.0,0.0,39238375.0,77699964.0,0.0,0.0
206,101924,2014,Chicago,IL,60607,NonResidential,Office,2001,362262.0,73.0,71.0,230.0,224.0,0.0,26578194.0,0.0,0.0,0.0
207,250134,2014,Chicago,IL,60604,NonResidential,Office,1924,1129407.0,91.0,89.0,181.0,179.0,0.0,46638287.0,33131693.0,23340024.0,0.0
208,103705,2014,Chicago,IL,60603,NonResidential,Office,1900,502000.0,72.0,70.0,147.0,144.0,0.0,17041309.0,19300137.0,0.0,0.0
209,103608,2014,Chicago,IL,60616,NonResidential,Office,1911,406780.0,46.0,44.0,106.0,103.0,0.0,11287176.0,7229520.0,0.0,0.0
210,103759,2014,Chicago,IL,60661,NonResidential,Office,1922,347691.0,107.0,0.0,252.0,0.0,0.0,23203760.0,14152291.0,0.0,0.0
211,101722,2014,Chicago,IL,60661,NonResidential,Office,1992,1153491.0,55.0,52.0,172.0,162.0,0.0,63075187.0,680954.0,0.0,0.0
212,102587,2014,Chicago,IL,60827,Specialty,K-12 School,1973,298689.0,46.0,45.0,143.0,142.0,0.0,13623785.0,0.0,0.0,0.0
213,103781,2014,Chicago,IL,60611,NonResidential,Office,1969,359409.0,81.0,76.0,172.0,167.0,0.0,14967898.0,14167900.0,0.0,0.0
214,101551,2014,Chicago,IL,60616,Specialty,Convention Center,1971,9245333.0,90.0,86.0,204.0,200.0,0.0,485542954.0,344178866.0,0.0,0.0
215,103630,2014,Chicago,IL,60612,NonResidential,Hospital (General Medical & Surgical),2002,1802093.0,298.0,290.0,530.0,523.0,0.0,187764271.0,348611023.0,0.0,0.0
216,103761,2014,Chicago,IL,60654,NonResidential,Office,2000,392653.0,91.0,91.0,281.0,281.0,0.0,34878044.0,937661.0,0.0,0.0
217,250127,2014,Chicago,IL,60637,NonResidential,Hospital (General Medical & Surgical),1983,430772.0,251.0,251.0,515.0,515.0,60464165.0,47458293.0,0.0,0.0,0.0
218,160196,2014,Chicago,IL,60603,Specialty,Museum,1892,1008416.0,251.0,248.0,460.0,457.0,0.0,94822312.0,158283369.0,0.0,0.0
219,103614,2014,Chicago,IL,60611,NonResidential,Hospital (General Medical & Surgical),2012,1250000.0,251.0,244.0,461.0,451.0,0.0,118414722.0,193087199.0,0.0,1940418.0
220,103770,2014,Chicago,IL,60604,NonResidential,Financial Office,1997,261217.0,261.0,257.0,600.0,588.0,0.0,41456517.0,0.0,26638909.0,0.0
221,167562,2014,Chicago,IL,60614,Specialty,K-12 School,1901,269474.0,87.0,80.0,142.0,133.0,0.0,6449656.0,17111495.0,0.0,0.0
222,103684,2014,Chicago,IL,60611,NonResidential,Medical Office,1980,675000.0,119.0,116.0,373.0,364.0,0.0,80105094.0,240000.0,0.0,0.0
223,103594,2014,Chicago,IL,60611,NonResidential,Office,1988,939400.0,95.0,94.0,300.0,296.0,0.0,89662208.0,0.0,0.0,0.0
224,168174,2014,Chicago,IL,60632,Specialty,K-12 School,1928,298432.0,89.0,79.0,156.0,146.0,0.0,8949806.0,17533370.0,0.0,0.0
225,101748,2014,Chicago,IL,60606,NonResidential,Office,1982,1343438.0,58.0,0.0,181.0,0.0,0.0,77564211.0,0.0,0.0,0.0
226,103596,2014,Chicago,IL,60661,NonResidential,Office,2001,433994.0,101.0,101.0,319.0,316.0,0.0,44027561.0,0.0,0.0,0.0
227,250051,2014,Chicago,IL,60620,Specialty,K-12 School,2003,284691.0,123.0,117.0,229.0,222.0,0.0,13609687.0,21476024.0,0.0,0.0
228,102160,2014,Chicago,IL,60602,NonResidential,Enclosed Mall,2009,275373.0,87.0,84.0,274.0,262.0,0.0,24036278.0,0.0,0.0,0.0
229,112638,2014,Chicago,IL,60612,Specialty,Prison/Incarceration,1974,611255.0,99.0,93.0,199.0,193.0,0.0,27840525.0,32684480.0,0.0,0.0
230,250009,2014,Chicago,IL,60612,Specialty,College/University,1971,541575.0,115.0,110.0,222.0,217.0,0.0,26306288.0,36058949.0,0.0,0.0
231,103679,2014,Chicago,IL,60606,NonResidential,Office,1983,1168504.0,79.0,76.0,248.0,239.0,0.0,92206263.0,0.0,0.0,0.0
232,103634,2014,Chicago,IL,60604,Specialty,College/University,1928,380371.0,91.0,87.0,184.0,180.0,0.0,16119939.0,18287416.0,0.0,0.0
233,100851,2014,Chicago,IL,60654,NonResidential,Office,1908,1434236.0,98.0,98.0,277.0,275.0,0.0,119811664.0,2098799.0,19288620.0,0.0
234,100256,2014,Chicago,IL,60632,Specialty,K-12 School,1990,447330.0,96.0,93.0,268.0,261.0,0.0,35792767.0,7180231.0,0.0,0.0
235,103748,2014,Chicago,IL,60611,Specialty,Laboratory,1977,362800.0,442.0,432.0,960.0,948.0,80110236.0,80257371.0,0.0,0.0,0.0
236,250053,2014,Chicago,IL,60634,Specialty,K-12 School,1939,383500.0,65.0,61.0,125.0,121.0,0.0,10491091.0,14444979.0,0.0,0.0
237,103798,2014,Chicago,IL,60611,NonResidential,Office,1923,383007.0,107.0,103.0,201.0,197.0,0.0,16227158.0,24838132.0,0.0,0.0
238,100867,2014,Chicago,IL,60612,NonResidential,Hospital (General Medical & Surgical),1982,4098526.0,289.0,285.0,560.0,554.0,365475113.0,474588387.0,346243488.0,0.0,0.0
239,103733,2014,Chicago,IL,60631,NonResidential,Office,1969,308916.0,96.0,96.0,300.0,300.0,0.0,29499111.0,0.0,0.0,0.0
240,103656,2014,Chicago,IL,60654,NonResidential,Mixed Use Property,1930,4146422.0,66.0,63.0,137.0,135.0,0.0,135798726.0,95835487.0,42748968.0,0.0
241,250004,2014,Chicago,IL,60621,Specialty,College/University,2007,496817.0,170.0,167.0,340.0,336.0,0.0,38312563.0,46358763.0,0.0,0.0
242,103604,2014,Chicago,IL,60661,NonResidential,Office,1983,1036048.0,57.0,55.0,180.0,172.0,0.0,59370677.0,0.0,0.0,12420.0
243,251413,2015,Chicago,IL,60623,Specialty,K-12 School,1963,63000.0,72.7,75.59999999999998,137.8,140.3,0.0,1853897.0,2725505.0,0.0,0.0
244,103699,2015,Chicago,IL,60602,NonResidential,Office,1965,822815.0,71.7,74.4,153.4,156.2,0.0,30740646.0,28282370.0,0.0,0.0
245,244523,2015,Chicago,IL,60607,Residential,Multifamily Housing,2003,300015.0,60.3,62.3,106.7,108.5,0.0,6225317.0,11870615.0,0.0,0.0
246,251571,2015,Chicago,IL,60621,Specialty,K-12 School,1889,69535.0,57.1,60.4,104.0,107.9,0.0,1466222.0,2505614.0,0.0,0.0
247,251582,2015,Chicago,IL,60653,Specialty,K-12 School,1968,91800.0,52.4,55.5,87.7,90.9,0.0,1434199.0,3376107.0,0.0,0.0
248,134363,2015,Chicago,IL,60646,NonResidential,Office,1975,51000.0,90.4,90.8,283.9,285.0,0.0,4611083.0,0.0,0.0,0.0
249,160157,2015,Chicago,IL,60647,NonResidential,Office,1914,226736.0,86.8,88.2,221.5,222.2,0.0,14142276.0,5531400.0,0.0,0.0
250,101744,2015,Chicago,IL,60606,NonResidential,Office,2001,1603374.0,92.1,92.0,231.7,234.1,0.0,104567462.0,0.0,43181469.0,0.0
251,243692,2015,Chicago,IL,60640,Residential,Multifamily Housing,1971,425474.0,125.6,131.4,187.7,193.8,0.0,11370142.0,42060488.0,0.0,0.0
252,250155,2015,Chicago,IL,60611,NonResidential,Office,1983,188172.0,70.5,72.09999999999998,221.4,226.5,0.0,13269159.0,0.0,0.0,0.0
253,242638,2015,Chicago,IL,60654,Residential,Multifamily Housing,1994,261854.0,35.70000000000001,37.6,46.3,48.4,0.0,1105512.0,8242986.0,0.0,0.0
254,120083,2015,Chicago,IL,60608,NonResidential,Retail Store,2006,139085.0,70.90000000000002,71.8,189.3,189.5,0.0,7642044.0,2215300.0,0.0,0.0
255,175679,2015,Chicago,IL,60607,NonResidential,Office,1900,81887.0,30.4,31.1,71.40000000000002,71.5,0.0,1546683.0,941887.0,0.0,0.0
256,174260,2015,Chicago,IL,60640,NonResidential,Office,1924,165487.0,76.4,79.3,148.3,150.4,0.0,5394519.0,7241044.0,0.0,0.0
257,173322,2015,Chicago,IL,60619,NonResidential,Retail Store,2002,126880.0,73.09999999999998,74.59999999999998,183.2,184.0,0.0,6461902.0,2815500.0,0.0,0.0
258,251919,2015,Chicago,IL,60654,NonResidential,Office,1890,70000.0,68.2,70.3,152.8,154.3,0.0,2719941.0,2053408.0,0.0,0.0
259,167562,2015,Chicago,IL,60614,Specialty,K-12 School,1901,341821.0,65.8,70.2,106.9,112.1,0.0,6190347.0,16287350.0,0.0,0.0
260,107850,2015,Chicago,IL,60606,NonResidential,Office,1926,289000.0,69.6,71.6,160.5,162.1,0.0,12082847.0,8030332.0,0.0,0.0
261,243703,2015,Chicago,IL,60615,Residential,Multifamily Housing,1963,770012.0,109.9,115.4,160.5,166.4,0.0,16636322.0,67968500.0,0.0,0.0
262,240400,2015,Chicago,IL,60613,Residential,Multifamily Housing,1973,414754.0,143.9,149.6,223.7,228.7,0.0,14407303.0,45289127.0,0.0,0.0
263,251418,2015,Chicago,IL,60646,Specialty,K-12 School,1926,82050.0,54.5,55.1,124.8,125.7,0.0,2652512.0,1819613.0,0.0,0.0
264,101910,2015,Chicago,IL,60601,NonResidential,Office,1920,445145.0,69.5,71.90000000000002,156.5,158.7,0.0,17792754.0,13149448.0,0.0,0.0
265,251929,2015,Chicago,IL,60605,Specialty,College/University,1960,179927.0,96.2,100.1,225.3,230.4,0.0,10703946.0,6598145.0,0.0,0.0
266,103632,2015,Chicago,IL,60654,NonResidential,Hospital (General Medical & Surgical),1999,2200000.0,209.2,210.3,393.9,393.7,0.0,183427994.0,276809341.0,0.0,0.0
267,251927,2015,Chicago,IL,60611,Residential,Multifamily Housing,1965,428547.0,91.0,94.7,147.8,151.3,0.0,10729689.0,28252222.0,0.0,0.0
268,174123,2015,Chicago,IL,60620,NonResidential,Office,1927,160000.0,19.7,20.6,42.0,43.0,0.0,1629469.0,1526600.0,0.0,0.0
269,160297,2015,Chicago,IL,60605,NonResidential,Mixed Use Property,2009,1086996.0,43.8,45.1,109.6,112.4,0.0,33103780.0,14487655.0,0.0,0.0
270,158438,2015,Chicago,IL,60611,NonResidential,Office,1962,264980.0,74.09999999999998,76.3,166.5,168.9,0.0,11251138.0,8384246.0,0.0,0.0
271,244102,2015,Chicago,IL,60607,Residential,Multifamily Housing,1986,991722.0,49.9,51.9,99.5,101.6,0.0,22353319.0,27153760.0,0.0,0.0
272,119349,2015,Chicago,IL,60632,NonResidential,Supermarket/Grocery Store,2003,56000.0,338.2,341.1,780.2,780.8,0.0,11391225.0,7547800.0,0.0,0.0
273,103647,2015,Chicago,IL,60603,NonResidential,Office,1934,1547120.0,112.2,114.4,214.0,216.4,0.0,71900905.0,72036435.0,29680355.0,0.0
274,159417,2015,Chicago,IL,60616,Residential,Multifamily Housing,1956,303979.0,142.1,149.6,165.4,173.3,0.0,2361244.0,40819510.0,0.0,0.0
275,101579,2015,Chicago,IL,60616,Residential,Multifamily Housing,1960,289267.0,112.6,118.0,152.0,157.5,0.0,4667149.0,27908479.0,0.0,0.0
276,137812,2015,Chicago,IL,60622,NonResidential,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",1964,145000.0,225.6,228.7,331.7,335.0,0.0,6578217.0,26138001.0,0.0,0.0
277,236366,2015,Chicago,IL,60637,Residential,Multifamily Housing,1969,474807.0,86.9,91.8,127.0,132.1,0.0,8125074.0,33136674.0,0.0,0.0
278,251890,2015,Chicago,IL,60623,Specialty,K-12 School,1912,292121.0,60.3,64.1,94.8,99.0,0.0,4402705.0,13205938.0,0.0,0.0
279,251684,2015,Chicago,IL,60647,Specialty,K-12 School,1997,126540.0,66.4,68.8,141.7,144.2,0.0,4358864.0,4041561.0,0.0,0.0
280,173872,2015,Chicago,IL,60640,Specialty,Worship Facility,1952,50000.0,57.1,0.0,80.59999999999998,0.0,0.0,494938.0,2358671.0,0.0,0.0
281,172253,2015,Chicago,IL,60624,Residential,Residential Care Facility,1993,51288.0,152.9,157.3,277.8,280.9,0.0,2877053.0,4967100.0,0.0,0.0
282,158431,2015,Chicago,IL,60611,NonResidential,Retail Store,1996,209374.0,103.0,105.3,217.7,220.0,0.0,10970467.0,10599817.0,0.0,0.0
283,171995,2015,Chicago,IL,60629,NonResidential,Retail Store,1985,64215.0,207.5,209.8,504.3,506.7,0.0,8801377.0,4523207.0,0.0,0.0
284,251603,2015,Chicago,IL,60629,Specialty,K-12 School,1926,99200.0,69.2,73.4,107.4,111.8,0.0,1647903.0,5217619.0,0.0,0.0
285,250038,2015,Chicago,IL,60628,Specialty,K-12 School,1914,255116.0,101.1,105.7,184.6,190.0,0.0,9582728.0,16204690.0,0.0,0.0
286,118351,2015,Chicago,IL,60654,NonResidential,Office,1910,107000.0,106.3,107.5,316.4,318.7,0.0,10484708.0,886100.0,0.0,0.0
287,251346,2015,Chicago,IL,60661,NonResidential,Office,1909,53419.0,85.3,88.9,176.4,179.2,0.0,2219564.0,2336408.0,0.0,0.0
288,101492,2015,Chicago,IL,60634,Specialty,College/University,1993,544380.0,34.9,33.9,109.5,106.5,0.0,18983573.0,0.0,0.0,0.0
289,134783,2015,Chicago,IL,60606,Specialty,College/University,1903,227736.0,92.7,95.7,213.8,216.9,0.0,12684069.0,8430500.0,0.0,0.0
290,159421,2015,Chicago,IL,60616,Residential,Multifamily Housing,1956,303979.0,153.6,161.5,177.0,185.3,0.0,2290619.0,44404460.0,0.0,0.0
291,251910,2015,Chicago,IL,60647,Specialty,K-12 School,1894,84715.0,63.6,66.5,123.8,127.3,0.0,2311492.0,3074525.0,0.0,0.0
292,159637,2015,Chicago,IL,60657,Residential,Multifamily Housing,1968,530632.0,92.8,96.0,162.8,166.2,0.0,16596630.0,32654746.0,0.0,0.0
293,100631,2015,Chicago,IL,60629,Specialty,K-12 School,1929,218200.0,65.9,69.6,109.4,113.3,0.0,4198306.0,10188669.0,0.0,0.0
294,208356,2015,Chicago,IL,60651,Specialty,K-12 School,1897,137334.0,67.8,72.9,108.3,114.0,0.0,2435812.0,6878005.0,0.0,0.0
295,102285,2015,Chicago,IL,60657,NonResidential,Hospital (General Medical & Surgical),2004,1264500.0,155.6,158.5,290.1,292.1,0.0,76675454.0,120043016.0,0.0,0.0
296,238367,2015,Chicago,IL,60610,Residential,Multifamily Housing,1963,365977.0,91.3,94.2,156.0,157.9,0.0,10536683.0,22865304.0,0.0,14656.0
297,251544,2015,Chicago,IL,60629,Specialty,K-12 School,1926,110691.0,61.1,63.7,129.0,132.4,0.0,3435870.0,3326150.0,0.0,0.0
298,135113,2015,Chicago,IL,60654,NonResidential,Office,1912,78868.0,107.0,110.5,191.5,195.2,0.0,2986626.0,5452600.0,0.0,0.0
299,251424,2015,Chicago,IL,60655,Specialty,K-12 School,1949,84660.0,67.6,72.3,109.0,114.3,0.0,1539848.0,4181552.0,0.0,0.0
300,101935,2015,Chicago,IL,60611,NonResidential,Office,1968,391248.0,65.4,67.8,205.4,213.0,0.0,25591058.0,0.0,0.0,0.0
301,119055,2015,Chicago,IL,60707,NonResidential,Retail Store,2004,139940.0,79.4,79.59999999999998,215.3,215.0,0.0,8831774.0,2285800.0,0.0,0.0
302,102363,2015,Chicago,IL,60618,Specialty,K-12 School,1932,713935.0,57.0,60.5,98.3,102.3,0.0,13151595.0,27517180.0,0.0,0.0
303,159571,2015,Chicago,IL,60614,Residential,Multifamily Housing,1975,287000.0,29.4,30.8,44.3,45.7,0.0,1844050.0,6588664.0,0.0,0.0
304,251625,2015,Chicago,IL,60657,Specialty,K-12 School,1893,104490.0,51.8,55.1,85.0,88.7,0.0,1533421.0,3874277.0,0.0,0.0
305,158365,2015,Chicago,IL,60610,NonResidential,Hotel,1991,293778.0,47.5,47.5,149.0,149.2,0.0,13943049.0,0.0,0.0,0.0
306,101881,2015,Chicago,IL,60602,NonResidential,Office,1914,488324.0,43.6,44.1,118.0,118.1,4735953.0,16540973.0,0.0,0.0,0.0
307,130379,2015,Chicago,IL,60611,NonResidential,Office,1895,57780.0,152.2,152.2,290.6,290.6,0.0,3616433.0,5175812.0,0.0,0.0
308,251227,2015,Chicago,IL,60611,NonResidential,Office,1910,50078.0,72.5,75.0,160.3,162.3,0.0,2016321.0,1616465.0,0.0,0.0
309,125763,2015,Chicago,IL,60629,NonResidential,Retail Store,1977,96268.0,78.59999999999998,80.3,190.4,191.0,0.0,4967715.0,2602700.0,0.0,0.0
310,250142,2015,Chicago,IL,60607,NonResidential,Office,1912,106056.0,89.8,89.8,281.9,281.9,0.0,9521527.0,0.0,0.0,0.0
311,251586,2015,Chicago,IL,60622,Specialty,K-12 School,1900,92173.0,86.5,93.1,128.2,135.8,0.0,1651334.0,6319453.0,0.0,0.0
312,242236,2015,Chicago,IL,60608,Residential,Multifamily Housing,1927,298652.0,54.9,56.6,95.0,97.3,0.0,5328282.0,11077099.0,0.0,0.0
313,251884,2015,Chicago,IL,60637,Specialty,K-12 School,1894,115306.0,73.09999999999998,78.2,122.9,128.8,0.0,2541732.0,5892512.0,0.0,0.0
314,159896,2015,Chicago,IL,60615,Residential,Multifamily Housing,1972,1483727.0,76.9,80.7,102.8,106.3,0.0,15651202.0,98397799.0,0.0,0.0
315,101784,2015,Chicago,IL,60605,Specialty,College/University,1889,598474.0,55.7,57.6,136.2,138.7,0.0,22247700.0,11096365.0,0.0,0.0
316,101834,2015,Chicago,IL,60606,NonResidential,Office,1991,716245.0,63.9,65.2,200.6,204.8,0.0,45753146.0,0.0,0.0,16560.0
317,244600,2015,Chicago,IL,60605,Residential,Multifamily Housing,2008,496775.0,95.6,99.5,180.7,185.6,0.0,19086462.0,28417943.0,0.0,0.0
318,172495,2015,Chicago,IL,60707,NonResidential,Retail Store,1952,295510.0,54.3,54.7,128.7,128.9,0.0,10134602.0,5919600.0,0.0,0.0
319,251423,2015,Chicago,IL,60623,Specialty,K-12 School,1996,63900.0,66.0,68.8,138.8,141.8,0.0,2126987.0,2088058.0,0.0,0.0
320,159156,2015,Chicago,IL,60611,Residential,Multifamily Housing,1988,330164.0,101.1,104.4,196.9,199.6,0.0,14323702.0,19070056.0,0.0,0.0
321,251316,2015,Chicago,IL,60626,NonResidential,Supermarket/Grocery Store,2013,70262.0,266.8,266.8,643.0,643.0,0.0,12200490.0,6542600.0,0.0,0.0
322,251368,2015,Chicago,IL,60617,Specialty,K-12 School,1956,219291.0,123.4,133.8,230.9,245.2,0.0,10629581.0,16435918.0,0.0,0.0
323,161181,2015,Chicago,IL,60610,Specialty,College/University,1938,102928.0,502.1,521.6,679.1,699.6,0.0,7479957.0,44203254.0,0.0,0.0
324,173970,2015,Chicago,IL,60619,NonResidential,Supermarket/Grocery Store,1999,72651.0,214.5,218.0,538.4,540.0,0.0,10886873.0,4695300.0,0.0,0.0
325,251300,2015,Chicago,IL,60614,Residential,Multifamily Housing,1972,434293.0,98.9,103.1,149.3,152.9,0.0,9454976.0,33485535.0,0.0,0.0
326,251390,2015,Chicago,IL,60608,Specialty,K-12 School,2002,116245.0,48.5,52.1,66.5,70.5,0.0,868205.0,4765388.0,0.0,0.0
327,101762,2015,Chicago,IL,60602,Specialty,Courthouse,1965,1541766.0,77.5,80.5,159.5,162.4,0.0,57630147.0,61925508.0,0.0,0.0
328,135007,2015,Chicago,IL,60661,NonResidential,Office,1918,158110.0,117.8,120.2,303.3,305.7,0.0,13580098.0,5053063.0,0.0,0.0
329,135082,2015,Chicago,IL,60604,Specialty,Social/Meeting Hall,1925,164478.0,191.5,193.6,318.6,320.9,0.0,9371253.0,17113900.0,5004576.0,0.0
330,101757,2015,Chicago,IL,60604,NonResidential,Mixed Use Property,1973,3176860.0,70.5,72.2,130.7,132.5,0.0,87092017.0,97391874.0,39515812.0,0.0
331,173597,2015,Chicago,IL,60654,NonResidential,Office,1940,225000.0,24.4,26.2,32.5,34.4,0.0,740542.0,4745525.0,0.0,0.0
332,251906,2015,Chicago,IL,60622,Specialty,K-12 School,1930,95219.0,72.7,77.0,123.7,129.0,0.0,2158634.0,4760932.0,0.0,0.0
333,251550,2015,Chicago,IL,60617,Specialty,K-12 School,1992,94614.0,60.6,65.6,131.9,140.1,0.0,3092009.0,2641220.0,0.0,0.0
334,120344,2015,Chicago,IL,60613,Specialty,Other,1910,90000.0,41.2,43.3,77.2,79.5,0.0,1464407.0,2241092.0,0.0,0.0
335,250021,2015,Chicago,IL,60622,Specialty,Other - Recreation,1914,60246.0,107.9,115.6,143.6,151.6,0.0,871117.0,5632158.0,0.0,0.0
336,252038,2015,Chicago,IL,60637,Specialty,Library,1984,168656.0,76.9,76.3,146.4,146.1,4258986.0,5071621.0,0.0,3636360.0,0.0
337,172670,2015,Chicago,IL,60707,NonResidential,Strip Mall,1987,116579.0,106.6,107.2,237.4,238.1,0.0,7001550.0,5422718.0,0.0,0.0
338,119808,2015,Chicago,IL,60614,Specialty,College/University,2008,127900.0,146.8,151.5,292.7,297.6,0.0,8480134.0,10297241.0,0.0,0.0
339,101883,2015,Chicago,IL,60611,NonResidential,Hotel,1990,440281.0,119.1,120.5,338.2,342.7,0.0,44905196.0,7520853.0,0.0,0.0
340,251310,2015,Chicago,IL,60618,NonResidential,Supermarket/Grocery Store,2002,55600.0,236.0,237.8,587.3,586.7000000000002,0.0,9032178.0,4090500.0,0.0,0.0
341,164537,2015,Chicago,IL,60640,Specialty,Residence Hall/Dormitory,2000,71038.0,113.2,116.1,192.1,194.0,0.0,2488873.0,5550674.0,0.0,0.0
342,251373,2015,Chicago,IL,60612,Specialty,K-12 School,1891,56385.0,59.5,62.9,100.1,103.6,0.0,1013866.0,2341524.0,0.0,0.0
343,251222,2015,Chicago,IL,60608,NonResidential,Office,1908,69803.0,68.5,69.8,214.5,218.7,0.0,4762596.0,15503.0,0.0,0.0
344,251668,2015,Chicago,IL,60613,Specialty,K-12 School,1884,76423.0,76.2,81.0,114.0,119.4,0.0,1243373.0,4579867.0,0.0,0.0
345,102283,2015,Chicago,IL,60657,NonResidential,Hospital (General Medical & Surgical),1960,681807.0,225.2,227.6,425.3,425.5,0.0,61608744.0,91953405.0,0.0,0.0
